1621120164.5030653,0,0
1621120164.5030823,0,0
1621120164.5072486,0,0
1621120170.5391967,0,0
1621120170.5392058,0,0
1621120170.5392318,0,0
1621120170.5392349,0,0
1621120170.5392363,0,0
1621120170.539239,0,0
1621120170.539241,0,0
1621120170.547298,0,0
1621120170.5473,0,0
1621120170.8679926,10008890,3274
1621120170.868,10008890,3274
1621120170.909377,10008890,4768
1621120170.909383,10008890,4768
1621120170.9340847,10008890,7258
1621120170.9340901,10008890,7258
1621120170.9444675,10008890,11242
1621120170.9444728,10008890,11242
1621120170.946396,10008890,14728
1621120170.9464018,10008890,14728
1621120170.9595797,10008890,18662
1621120170.9595852,10008890,18662
1621120170.9699185,10008890,26630
1621120170.9699242,10008890,26630
1621120170.9933786,10008890,34050
1621120170.9933841,10008890,34050
1621120171.0186203,10008890,38532
1621120171.0186257,10008890,38532
1621120171.0433033,10008890,42018
1621120171.0433087,10008890,42018
1621120171.0435112,10008890,45504
1621120171.0435166,10008890,45504
1621120171.0536358,10008890,48940
1621120171.0536416,10008890,48940
1621120171.0537143,10008890,52924
1621120171.0537195,10008890,52924
1621120171.0973854,10008890,69308
1621120171.0973911,10008890,69308
1621120171.0974,10008890,81708
1621120171.097402,10008890,81708
1621120171.1414704,10008890,98092
1621120171.1414764,10008890,98092
1621120171.141488,10008890,99088
1621120171.1414902,10008890,99088
1621120171.1522386,10008890,102574
1621120171.1522448,10008890,102574
1621120171.1526473,10008890,106060
1621120171.1526525,10008890,106060
1621120171.1882422,10008890,122444
1621120171.188248,10008890,122444
1621120171.1882584,10008890,138828
1621120171.18826,10008890,138828
1621120171.1882727,10008890,141318
1621120171.1882746,10008890,141318
1621120171.1887183,10008890,145302
1621120171.188724,10008890,145302
1621120171.1890004,10008890,149236
1621120171.1890063,10008890,149236
1621120171.1892397,10008890,155212
1621120171.1892455,10008890,155212
1621120171.1893518,10008890,158698
1621120171.1893575,10008890,158698
1621120171.1895194,10008890,172592
1621120171.189525,10008890,172592
1621120171.1895313,10008890,176078
1621120171.1895335,10008890,176078
1621120171.211848,10008890,185988
1621120171.2118533,10008890,185988
1621120171.2121544,10008890,188976
1621120171.21216,10008890,188976
1621120171.2125003,10008890,200380
1621120171.212506,10008890,200380
1621120171.237297,10008890,208476
1621120171.2373028,10008890,208476
1621120171.2774885,10008890,224860
1621120171.277494,10008890,224860
1621120171.2775042,10008890,241244
1621120171.2775064,10008890,241244
1621120171.2775118,10008890,248038
1621120171.2775137,10008890,248038
1621120171.339138,10008890,252086
1621120171.3391438,10008890,252086
1621120171.339155,10008890,255010
1621120171.339157,10008890,255010
1621120171.3550181,10008890,259058
1621120171.3550239,10008890,259058
1621120171.3550339,10008890,261932
1621120171.3550365,10008890,261932
1621120171.3569047,10008890,263426
1621120171.3569102,10008890,263426
1621120171.3811336,10008890,266912
1621120171.3811393,10008890,266912
1621120171.3815162,10008890,269402
1621120171.381522,10008890,269402
1621120171.458174,10008890,273450
1621120171.4581792,10008890,273450
1621120171.4581892,10008890,276374
1621120171.4581914,10008890,276374
1621120171.4644763,10008890,279810
1621120171.4644818,10008890,279810
1621120171.500203,10008890,283794
1621120171.5002086,10008890,283794
1621120171.5035899,10008890,287280
1621120171.5035956,10008890,287280
1621120171.50727,10008890,287778
1621120171.507276,10008890,287778
1621120171.518807,10008890,291264
1621120171.5188127,10008890,291264
1621120171.5278008,10008890,294252
1621120171.5278065,10008890,294252
1621120171.5312943,10008890,298300
1621120171.5312998,10008890,298300
1621120171.531311,10008890,305158
